codeemd,upplocalcd,doname,gungu,emd
41130109,41,경기도,성남시 수정구,신촌동
41130110,41,경기도,성남시 수정구,오야동
41130111,41,경기도,성남시 수정구,심곡동
41130112,41,경기도,성남시 수정구,고등동
41130113,41,경기도,성남시 수정구,상적동
41130114,41,경기도,성남시 수정구,둔전동
41130115,41,경기도,성남시 수정구,시흥동
41130116,41,경기도,성남시 수정구,금토동
41130117,41,경기도,성남시 수정구,사송동
41130203,41,경기도,성남시 중원구,금광동
41130204,41,경기도,성남시 중원구,은행동
41130205,41,경기도,성남시 중원구,상대원동
41130206,41,경기도,성남시 중원구,여수동
41130207,41,경기도,성남시 중원구,도촌동
41130208,41,경기도,성남시 중원구,갈현동
41130209,41,경기도,성남시 중원구,하대원동
41130232,41,경기도,성남시 중원구,중앙동
41130301,41,경기도,성남시 분당구,분당동
41130302,41,경기도,성남시 분당구,수내동
41130303,41,경기도,성남시 분당구,정자동
41130304,41,경기도,성남시 분당구,율동
41130305,41,경기도,성남시 분당구,서현동
41130306,41,경기도,성남시 분당구,이매동
41130307,41,경기도,성남시 분당구,야탑동
41130308,41,경기도,성남시 분당구,판교동
41130309,41,경기도,성남시 분당구,삼평동
41130310,41,경기도,성남시 분당구,백현동
41130311,41,경기도,성남시 분당구,금곡동
41130312,41,경기도,성남시 분당구,궁내동
41130313,41,경기도,성남시 분당구,동원동
41130314,41,경기도,성남시 분당구,구미동
41130315,41,경기도,성남시 분당구,운중동
41130316,41,경기도,성남시 분당구,대장동
41130317,41,경기도,성남시 분당구,석운동
41130318,41,경기도,성남시 분당구,하산운동
41150101,41,경기도,의정부시,의정부동
41150102,41,경기도,의정부시,호원동
41150103,41,경기도,의정부시,장암동
41150104,41,경기도,의정부시,신곡동
41150105,41,경기도,의정부시,용현동
41150106,41,경기도,의정부시,민락동
41150107,41,경기도,의정부시,낙양동
41150108,41,경기도,의정부시,자일동
41150109,41,경기도,의정부시,금오동
41150110,41,경기도,의정부시,가능동
41150111,41,경기도,의정부시,녹양동
41150112,41,경기도,의정부시,고산동
41150113,41,경기도,의정부시,산곡동
41170101,41,경기도,안양시만안구,안양동
41170102,41,경기도,안양시만안구,석수동
41170103,41,경기도,안양시만안구,박달동
41170201,41,경기도,안양시동안구,비산동
41170202,41,경기도,안양시동안구,관양동
41170204,41,경기도,안양시동안구,호계동
41190101,41,경기도,부천시 원미구,원미동
41190103,41,경기도,부천시 원미구,춘의동
41190104,41,경기도,부천시 원미구,도당동
41190106,41,경기도,부천시 원미구,소사동
41190107,41,경기도,부천시 원미구,역곡동
41190201,41,경기도,부천시 소사구,소사본동
41190202,41,경기도,부천시 소사구,심곡본동
41190203,41,경기도,부천시 소사구,범박동
41190204,41,경기도,부천시 소사구,괴안동
41190205,41,경기도,부천시 소사구,송내동
41190206,41,경기도,부천시 소사구,옥길동
41190207,41,경기도,부천시 소사구,계수동
41190301,41,경기도,부천시 오정구,오정동
41190302,41,경기도,부천시 오정구,여월동
41190303,41,경기도,부천시 오정구,작동
41190304,41,경기도,부천시 오정구,원종동
41190305,41,경기도,부천시 오정구,고강동
41190307,41,경기도,부천시 오정구,삼정동
41210101,41,경기도,광명시,광명동
41210102,41,경기도,광명시,철산동
41210103,41,경기도,광명시,하안동
41210104,41,경기도,광명시,소하동
41210105,41,경기도,광명시,노온사동
41210106,41,경기도,광명시,일직동
41210107,41,경기도,광명시,가학동
41210108,41,경기도,광명시,옥길동
41220101,41,경기도,평택시,서정동
41220102,41,경기도,평택시,장당동
41220103,41,경기도,평택시,모곡동
41220104,41,경기도,평택시,칠괴동
41220105,41,경기도,평택시,칠원동
41220106,41,경기도,평택시,도일동
41220107,41,경기도,평택시,가재동
41220108,41,경기도,평택시,장안동
41220109,41,경기도,평택시,이충동
41220110,41,경기도,평택시,지산동
41220111,41,경기도,평택시,독곡동
41220112,41,경기도,평택시,신장동
41220114,41,경기도,평택시,통복동
41220118,41,경기도,평택시,비전동
41220119,41,경기도,평택시,동삭동
41220120,41,경기도,평택시,세교동
41220121,41,경기도,평택시,지제동
41220122,41,경기도,평택시,신대동
41220123,41,경기도,평택시,소사동
41220124,41,경기도,평택시,용이동
41220125,41,경기도,평택시,월곡동
41220126,41,경기도,평택시,청룡동
41220127,41,경기도,평택시,죽백동
41220250,41,경기도,평택시,팽성읍
41220253,41,경기도,평택시,안중읍
41220256,41,경기도,평택시,포승읍
41220310,41,경기도,평택시,진위면
41220320,41,경기도,평택시,서탄면
41220330,41,경기도,평택시,고덕면
41220340,41,경기도,평택시,오성면
41220350,41,경기도,평택시,청북면
41220370,41,경기도,평택시,현덕면
41250101,41,경기도,동두천시,송내동
41250102,41,경기도,동두천시,지행동
41250103,41,경기도,동두천시,생연동
41250104,41,경기도,동두천시,광암동
41250105,41,경기도,동두천시,걸산동
41250106,41,경기도,동두천시,보산동
41250107,41,경기도,동두천시,동두천동
41250108,41,경기도,동두천시,안흥동
41250109,41,경기도,동두천시,상봉암동
41250110,41,경기도,동두천시,하봉암동
41250111,41,경기도,동두천시,탑동동
41250112,41,경기도,동두천시,상패동
41270101,41,경기도,안산시 상록구,일동
41270102,41,경기도,안산시 상록구,이동
41270103,41,경기도,안산시 상록구,사동
41270104,41,경기도,안산시 상록구,본오동
41270105,41,경기도,안산시 상록구,팔곡이동
41270106,41,경기도,안산시 상록구,양상동
41270107,41,경기도,안산시 상록구,부곡동
41270108,41,경기도,안산시 상록구,성포동
41270109,41,경기도,안산시 상록구,월피동
41270110,41,경기도,안산시 상록구,팔곡일동
41270111,41,경기도,안산시 상록구,건건동
41270112,41,경기도,안산시 상록구,사사동
41270113,41,경기도,안산시 상록구,수암동
41270114,41,경기도,안산시 상록구,장상동
41270115,41,경기도,안산시 상록구,장하동
41270201,41,경기도,안산시 단원구,고잔동
41270202,41,경기도,안산시 단원구,와동
41270203,41,경기도,안산시 단원구,신길동
41270204,41,경기도,안산시 단원구,성곡동
41270205,41,경기도,안산시 단원구,원시동
41270206,41,경기도,안산시 단원구,목내동
41270207,41,경기도,안산시 단원구,초지동
41270208,41,경기도,안산시 단원구,원곡동
41270209,41,경기도,안산시 단원구,선부동
41270210,41,경기도,안산시 단원구,대부동동
41270211,41,경기도,안산시 단원구,대부북동
41270212,41,경기도,안산시 단원구,대부남동
41270213,41,경기도,안산시 단원구,선감동
41270214,41,경기도,안산시 단원구,풍도동
41270215,41,경기도,안산시 단원구,화정동
41280101,41,경기도,고양시 덕양구,주교동
41280102,41,경기도,고양시 덕양구,원당동
41280103,41,경기도,고양시 덕양구,신원동
41280104,41,경기도,고양시 덕양구,원흥동
41280105,41,경기도,고양시 덕양구,도내동
41280106,41,경기도,고양시 덕양구,성사동
41280107,41,경기도,고양시 덕양구,북한동
41280108,41,경기도,고양시 덕양구,효자동
41280109,41,경기도,고양시 덕양구,지축동
41280110,41,경기도,고양시 덕양구,오금동
41280111,41,경기도,고양시 덕양구,삼송동
41280112,41,경기도,고양시 덕양구,동산동
41280113,41,경기도,고양시 덕양구,용두동
41280114,41,경기도,고양시 덕양구,벽제동
41280115,41,경기도,고양시 덕양구,선유동
41280116,41,경기도,고양시 덕양구,고양동
41280117,41,경기도,고양시 덕양구,대자동
41280118,41,경기도,고양시 덕양구,관산동
41280119,41,경기도,고양시 덕양구,내유동
41280120,41,경기도,고양시 덕양구,토당동
41280121,41,경기도,고양시 덕양구,내곡동
41280122,41,경기도,고양시 덕양구,대장동
41280123,41,경기도,고양시 덕양구,화정동
41280124,41,경기도,고양시 덕양구,강매동
41280125,41,경기도,고양시 덕양구,행주내동
41280126,41,경기도,고양시 덕양구,행주외동
41280128,41,경기도,고양시 덕양구,행신동
41280129,41,경기도,고양시 덕양구,화전동
41280130,41,경기도,고양시 덕양구,현천동
41280131,41,경기도,고양시 덕양구,덕은동
41280132,41,경기도,고양시 덕양구,향동동
41280201,41,경기도,고양시 일산동구,식사동
41280202,41,경기도,고양시 일산동구,중산동
41280203,41,경기도,고양시 일산동구,정발산동
41280204,41,경기도,고양시 일산동구,장항동
41280205,41,경기도,고양시 일산동구,마두동
41280206,41,경기도,고양시 일산동구,백석동
41280207,41,경기도,고양시 일산동구,풍동
41280208,41,경기도,고양시 일산동구,산황동
41280209,41,경기도,고양시 일산동구,사리현동
41280210,41,경기도,고양시 일산동구,지영동
41280211,41,경기도,고양시 일산동구,설문동
41280212,41,경기도,고양시 일산동구,문봉동
41280213,41,경기도,고양시 일산동구,성석동
41280301,41,경기도,고양시 일산서구,일산동
41280303,41,경기도,고양시 일산서구,탄현동
41280304,41,경기도,고양시 일산서구,대화동
41280305,41,경기도,고양시 일산서구,덕이동
41280306,41,경기도,고양시 일산서구,가좌동
41280308,41,경기도,고양시 일산서구,법곳동
41290101,41,경기도,과천시,관문동
41290102,41,경기도,과천시,문원동
41290103,41,경기도,과천시,갈현동
41290104,41,경기도,과천시,막계동
41290105,41,경기도,과천시,과천동
41290106,41,경기도,과천시,주암동
41290107,41,경기도,과천시,중앙동
41290110,41,경기도,과천시,부림동
41310101,41,경기도,구리시,갈매동
41310102,41,경기도,구리시,사노동
41310103,41,경기도,구리시,인창동
41310104,41,경기도,구리시,교문동
41310105,41,경기도,구리시,수택동
41310106,41,경기도,구리시,아천동
41310107,41,경기도,구리시,토평동
41360101,41,경기도,남양주시,호평동
41360102,41,경기도,남양주시,평내동
41360103,41,경기도,남양주시,금곡동
41360104,41,경기도,남양주시,일패동
41360105,41,경기도,남양주시,이패동
41360106,41,경기도,남양주시,삼패동
41360107,41,경기도,남양주시,가운동
41360108,41,경기도,남양주시,수석동
41360109,41,경기도,남양주시,지금동
41360110,41,경기도,남양주시,도농동
41360111,41,경기도,남양주시,별내동
41360250,41,경기도,남양주시,와부읍
41360253,41,경기도,남양주시,진접읍
41360256,41,경기도,남양주시,화도읍
41360259,41,경기도,남양주시,진건읍
41360262,41,경기도,남양주시,오남읍
41360310,41,경기도,남양주시,별내면
41360340,41,경기도,남양주시,수동면
41360360,41,경기도,남양주시,조안면
41360370,41,경기도,남양주시,퇴계원면
41370101,41,경기도,오산시,오산동
41370102,41,경기도,오산시,부산동
41370103,41,경기도,오산시,원동
41370104,41,경기도,오산시,궐동
41370105,41,경기도,오산시,청학동
41370106,41,경기도,오산시,가장동
41370107,41,경기도,오산시,금암동
41370108,41,경기도,오산시,수청동
41370109,41,경기도,오산시,은계동
41370110,41,경기도,오산시,내삼미동
41370111,41,경기도,오산시,외삼미동
41370112,41,경기도,오산시,양산동
41370113,41,경기도,오산시,세교동
41370114,41,경기도,오산시,지곶동
41370115,41,경기도,오산시,서랑동
41370116,41,경기도,오산시,서동
41370117,41,경기도,오산시,벌음동
41370118,41,경기도,오산시,두곡동
41370119,41,경기도,오산시,탑동
41370121,41,경기도,오산시,가수동
41370122,41,경기도,오산시,고현동
41370124,41,경기도,오산시,갈곶동
41390101,41,경기도,시흥시,대야동
41390102,41,경기도,시흥시,신천동
41390103,41,경기도,시흥시,방산동
41390104,41,경기도,시흥시,포동
41390105,41,경기도,시흥시,미산동
41390106,41,경기도,시흥시,은행동
41390107,41,경기도,시흥시,안현동
41390108,41,경기도,시흥시,매화동
41390109,41,경기도,시흥시,도창동
41390110,41,경기도,시흥시,금이동
41390112,41,경기도,시흥시,과림동
41390113,41,경기도,시흥시,계수동
41390117,41,경기도,시흥시,화정동
41390118,41,경기도,시흥시,능곡동
41390119,41,경기도,시흥시,하중동
41390120,41,경기도,시흥시,하상동
41390121,41,경기도,시흥시,광석동
41390122,41,경기도,시흥시,물왕동
41390123,41,경기도,시흥시,산현동
41390124,41,경기도,시흥시,조남동
41390125,41,경기도,시흥시,논곡동
41390126,41,경기도,시흥시,목감동
41390127,41,경기도,시흥시,거모동
41390128,41,경기도,시흥시,군자동
41390129,41,경기도,시흥시,장현동
41390130,41,경기도,시흥시,장곡동
41390131,41,경기도,시흥시,월곶동
41390132,41,경기도,시흥시,정왕동
41390133,41,경기도,시흥시,죽율동
41390134,41,경기도,시흥시,무지내동
41410101,41,경기도,군포시,당동
41410102,41,경기도,군포시,당정동
41410103,41,경기도,군포시,부곡동
41410104,41,경기도,군포시,산본동
41410105,41,경기도,군포시,금정동
41410106,41,경기도,군포시,둔대동
41410107,41,경기도,군포시,속달동
41410108,41,경기도,군포시,대야미동
41410109,41,경기도,군포시,도마교동
41430101,41,경기도,의왕시,고천동
41430102,41,경기도,의왕시,이동
41430103,41,경기도,의왕시,삼동
41430104,41,경기도,의왕시,왕곡동
41430105,41,경기도,의왕시,오전동
41430106,41,경기도,의왕시,학의동
41430107,41,경기도,의왕시,내손동
41430108,41,경기도,의왕시,청계동
41430109,41,경기도,의왕시,포일동
41430110,41,경기도,의왕시,월암동
41430111,41,경기도,의왕시,초평동
41450101,41,경기도,하남시,천현동
41450102,41,경기도,하남시,하산곡동
41450103,41,경기도,하남시,창우동
41450104,41,경기도,하남시,배알미동
41450105,41,경기도,하남시,상산곡동
41450107,41,경기도,하남시,당정동
41450108,41,경기도,하남시,덕풍동
41450109,41,경기도,하남시,망월동
41450110,41,경기도,하남시,풍산동
41450111,41,경기도,하남시,미사동
41450113,41,경기도,하남시,감북동
41450114,41,경기도,하남시,감일동
41450115,41,경기도,하남시,감이동
41450116,41,경기도,하남시,학암동
41450117,41,경기도,하남시,교산동
41450118,41,경기도,하남시,춘궁동
41450119,41,경기도,하남시,하사창동
41450120,41,경기도,하남시,상사창동
41450121,41,경기도,하남시,항동
41450122,41,경기도,하남시,초일동
41450123,41,경기도,하남시,초이동
41450124,41,경기도,하남시,광암동
41460101,41,경기도,용인시 처인구,김량장동
41460102,41,경기도,용인시 처인구,역북동
41460103,41,경기도,용인시 처인구,삼가동
41460104,41,경기도,용인시 처인구,남동
41460105,41,경기도,용인시 처인구,유방동
41460106,41,경기도,용인시 처인구,고림동
41460107,41,경기도,용인시 처인구,마평동
41460108,41,경기도,용인시 처인구,운학동
41460109,41,경기도,용인시 처인구,호동
41460110,41,경기도,용인시 처인구,해곡동
41460201,41,경기도,용인시 기흥구,신갈동
41460202,41,경기도,용인시 기흥구,구갈동
41460203,41,경기도,용인시 기흥구,상갈동
41460204,41,경기도,용인시 기흥구,하갈동
41460205,41,경기도,용인시 기흥구,보라동
41460206,41,경기도,용인시 기흥구,지곡동
41460207,41,경기도,용인시 기흥구,공세동
41460208,41,경기도,용인시 기흥구,고매동
41460209,41,경기도,용인시 기흥구,농서동
41460210,41,경기도,용인시 기흥구,서천동
41460211,41,경기도,용인시 기흥구,영덕동
41460212,41,경기도,용인시 기흥구,언남동
41460213,41,경기도,용인시 기흥구,마북동
41460214,41,경기도,용인시 기흥구,청덕동
41460215,41,경기도,용인시 기흥구,동백동
41460216,41,경기도,용인시 기흥구,중동
41460217,41,경기도,용인시 기흥구,상하동
41460218,41,경기도,용인시 기흥구,보정동
41460250,41,경기도,용인시 처인구,포곡읍
41460301,41,경기도,용인시 수지구,풍덕천동
41460302,41,경기도,용인시 수지구,죽전동
41460303,41,경기도,용인시 수지구,동천동
41460304,41,경기도,용인시 수지구,고기동
41460305,41,경기도,용인시 수지구,신봉동
41460306,41,경기도,용인시 수지구,성복동
41460307,41,경기도,용인시 수지구,상현동
41460310,41,경기도,용인시 처인구,모현면
41460320,41,경기도,용인시 처인구,남사면
41460330,41,경기도,용인시 처인구,이동면
41460340,41,경기도,용인시 처인구,원삼면
41460350,41,경기도,용인시 처인구,백암면
41460360,41,경기도,용인시 처인구,양지면
41480101,41,경기도,파주시,금촌동
41480102,41,경기도,파주시,아동동
41480103,41,경기도,파주시,금능동
41480104,41,경기도,파주시,야동동
41480105,41,경기도,파주시,검산동
41480106,41,경기도,파주시,맥금동
41480107,41,경기도,파주시,교하동
41480108,41,경기도,파주시,야당동
41480109,41,경기도,파주시,다율동
41480110,41,경기도,파주시,오도동
41480111,41,경기도,파주시,상지석동
41480112,41,경기도,파주시,산남동
41480113,41,경기도,파주시,동패동
41480114,41,경기도,파주시,당하동
41480115,41,경기도,파주시,문발동
41480116,41,경기도,파주시,송촌동
41480117,41,경기도,파주시,목동동
41480118,41,경기도,파주시,하지석동
41480119,41,경기도,파주시,서패동
41480120,41,경기도,파주시,신촌동
41480121,41,경기도,파주시,연다산동
41480122,41,경기도,파주시,와동동
41480250,41,경기도,파주시,문산읍
41480253,41,경기도,파주시,파주읍
41480256,41,경기도,파주시,법원읍
41480262,41,경기도,파주시,조리읍
41480310,41,경기도,파주시,월롱면
41480320,41,경기도,파주시,탄현면
41480350,41,경기도,파주시,광탄면
41480360,41,경기도,파주시,파평면
41480370,41,경기도,파주시,적성면
41480380,41,경기도,파주시,군내면
41480390,41,경기도,파주시,장단면
41480400,41,경기도,파주시,진동면
41500101,41,경기도,이천시,창전동
41500102,41,경기도,이천시,관고동
41500103,41,경기도,이천시,중리동
41500104,41,경기도,이천시,증일동
41500105,41,경기도,이천시,율현동
41500106,41,경기도,이천시,진리동
41500107,41,경기도,이천시,안흥동
41500108,41,경기도,이천시,갈산동
41500109,41,경기도,이천시,증포동
41500110,41,경기도,이천시,송정동
41500111,41,경기도,이천시,사음동
41500112,41,경기도,이천시,단월동
41500113,41,경기도,이천시,대포동
41500114,41,경기도,이천시,고담동
41500115,41,경기도,이천시,장록동
41500250,41,경기도,이천시,장호원읍
41500253,41,경기도,이천시,부발읍
41500310,41,경기도,이천시,신둔면
41500320,41,경기도,이천시,백사면
41500330,41,경기도,이천시,호법면
41500340,41,경기도,이천시,마장면
41500350,41,경기도,이천시,대월면
41500360,41,경기도,이천시,모가면
41500370,41,경기도,이천시,설성면
41500380,41,경기도,이천시,율면
41550101,41,경기도,안성시,봉산동
41550102,41,경기도,안성시,숭인동
41550104,41,경기도,안성시,봉남동
41550107,41,경기도,안성시,명륜동
41550120,41,경기도,안성시,금석동
41550121,41,경기도,안성시,계동
41550123,41,경기도,안성시,사곡동
41550124,41,경기도,안성시,도기동
41550125,41,경기도,안성시,당왕동
41550126,41,경기도,안성시,가사동
41550129,41,경기도,안성시,신소현동
41550130,41,경기도,안성시,신모산동
41550133,41,경기도,안성시,중리동
41550250,41,경기도,안성시,공도읍
41550310,41,경기도,안성시,보개면
41550320,41,경기도,안성시,금광면
41550330,41,경기도,안성시,서운면
41550340,41,경기도,안성시,미양면
41550350,41,경기도,안성시,대덕면
41550360,41,경기도,안성시,양성면
41550380,41,경기도,안성시,원곡면
41550390,41,경기도,안성시,일죽면
41550400,41,경기도,안성시,죽산면
41550410,41,경기도,안성시,삼죽면
41550420,41,경기도,안성시,고삼면
41570101,41,경기도,김포시,북변동
41570102,41,경기도,김포시,걸포동
41570103,41,경기도,김포시,운양동
41570104,41,경기도,김포시,장기동
41570105,41,경기도,김포시,감정동
41570106,41,경기도,김포시,사우동
41570107,41,경기도,김포시,풍무동
41570108,41,경기도,김포시,마산동
41570109,41,경기도,김포시,구래동
41570250,41,경기도,김포시,통진읍
41570253,41,경기도,김포시,고촌읍
41570256,41,경기도,김포시,양촌읍
41570340,41,경기도,김포시,대곶면
41570350,41,경기도,김포시,월곶면
41570360,41,경기도,김포시,하성면
41590101,41,경기도,화성시,남양동
41590102,41,경기도,화성시,신남동
41590103,41,경기도,화성시,장덕동
41590104,41,경기도,화성시,안석동
41590105,41,경기도,화성시,활초동
41590106,41,경기도,화성시,온석동
41590107,41,경기도,화성시,무송동
41590108,41,경기도,화성시,북양동
41590109,41,경기도,화성시,송림동
41590110,41,경기도,화성시,수화동
41590111,41,경기도,화성시,장전동
41590112,41,경기도,화성시,신외동
41590113,41,경기도,화성시,문호동
41590114,41,경기도,화성시,시동
41590115,41,경기도,화성시,원천동
41590117,41,경기도,화성시,병점동
41590118,41,경기도,화성시,능동
41590120,41,경기도,화성시,반월동
41590122,41,경기도,화성시,황계동
41590123,41,경기도,화성시,배양동
41590124,41,경기도,화성시,기안동
41590125,41,경기도,화성시,송산동
41590126,41,경기도,화성시,안녕동
41590127,41,경기도,화성시,반송동
41590128,41,경기도,화성시,석우동
41590253,41,경기도,화성시,봉담읍
41590256,41,경기도,화성시,우정읍
41590259,41,경기도,화성시,향남읍
41590310,41,경기도,화성시,매송면
41590320,41,경기도,화성시,비봉면
41590330,41,경기도,화성시,마도면
41590340,41,경기도,화성시,송산면
41590350,41,경기도,화성시,서신면
41590360,41,경기도,화성시,팔탄면
41590370,41,경기도,화성시,장안면
41590400,41,경기도,화성시,양감면
41590410,41,경기도,화성시,정남면
41590420,41,경기도,화성시,동탄면
41610101,41,경기도,광주시,경안동
41610102,41,경기도,광주시,쌍령동
41610103,41,경기도,광주시,송정동
41610104,41,경기도,광주시,회덕동
41610105,41,경기도,광주시,탄벌동
41610106,41,경기도,광주시,목현동
41610107,41,경기도,광주시,삼동
41610108,41,경기도,광주시,중대동
41610109,41,경기도,광주시,직동
41610110,41,경기도,광주시,태전동
41610111,41,경기도,광주시,장지동
41610112,41,경기도,광주시,역동
41610113,41,경기도,광주시,목동
41610250,41,경기도,광주시,오포읍
41610253,41,경기도,광주시,초월읍
41610259,41,경기도,광주시,곤지암읍
41610330,41,경기도,광주시,도척면
41610340,41,경기도,광주시,퇴촌면
41610350,41,경기도,광주시,남종면
41610360,41,경기도,광주시,중부면
41630101,41,경기도,양주시,유양동
41630102,41,경기도,양주시,어둔동
41630103,41,경기도,양주시,남방동
41630104,41,경기도,양주시,마전동
41630105,41,경기도,양주시,산북동
41630106,41,경기도,양주시,광사동
41630107,41,경기도,양주시,만송동
41630108,41,경기도,양주시,삼숭동
41630109,41,경기도,양주시,고읍동
41630110,41,경기도,양주시,덕정동
41630111,41,경기도,양주시,봉양동
41630112,41,경기도,양주시,회암동
41630113,41,경기도,양주시,율정동
41630114,41,경기도,양주시,옥정동
41630115,41,경기도,양주시,고암동
41630116,41,경기도,양주시,덕계동
41630117,41,경기도,양주시,회정동
41630250,41,경기도,양주시,백석읍
41630310,41,경기도,양주시,은현면
41630320,41,경기도,양주시,남면
41630330,41,경기도,양주시,광적면
41630340,41,경기도,양주시,장흥면
41650101,41,경기도,포천시,신읍동
41650102,41,경기도,포천시,어룡동
41650103,41,경기도,포천시,자작동
41650104,41,경기도,포천시,선단동
41650105,41,경기도,포천시,설운동
41650106,41,경기도,포천시,동교동
41650250,41,경기도,포천시,소흘읍
41650310,41,경기도,포천시,군내면
41650320,41,경기도,포천시,내촌면
41650330,41,경기도,포천시,가산면
41650340,41,경기도,포천시,신북면
41650350,41,경기도,포천시,창수면
41650360,41,경기도,포천시,영중면
41650370,41,경기도,포천시,일동면
41650380,41,경기도,포천시,이동면
41650390,41,경기도,포천시,영북면
41650400,41,경기도,포천시,관인면
41650410,41,경기도,포천시,화현면
41670101,41,경기도,여주시,상동
41670102,41,경기도,여주시,홍문동
41670103,41,경기도,여주시,창동
41670104,41,경기도,여주시,우만동
41670105,41,경기도,여주시,단현동
41670106,41,경기도,여주시,신진동
41670107,41,경기도,여주시,하동
41670108,41,경기도,여주시,교동
41670109,41,경기도,여주시,월송동
41670110,41,경기도,여주시,가업동
41670111,41,경기도,여주시,연라동
41670112,41,경기도,여주시,상거동
41670113,41,경기도,여주시,하거동
41670114,41,경기도,여주시,삼교동
41670115,41,경기도,여주시,점봉동
41670116,41,경기도,여주시,능현동
41670117,41,경기도,여주시,멱곡동
41670118,41,경기도,여주시,연양동
41670119,41,경기도,여주시,매룡동
41670120,41,경기도,여주시,천송동
41670121,41,경기도,여주시,오학동
41670122,41,경기도,여주시,현암동
41670123,41,경기도,여주시,오금동
41670250,41,경기도,여주시,가남읍
41670310,41,경기도,여주시,점동면
41670320,41,경기도,여주시,흥천면
41670330,41,경기도,여주시,금사면
41670345,41,경기도,여주시,세종대왕면
41670350,41,경기도,여주시,대신면
41670360,41,경기도,여주시,북내면
41670370,41,경기도,여주시,강천면
41670380,41,경기도,여주시,산북면
41800250,41,경기도,연천군,연천읍
41800253,41,경기도,연천군,전곡읍
41800310,41,경기도,연천군,군남면
41800320,41,경기도,연천군,청산면
41800330,41,경기도,연천군,백학면
41800340,41,경기도,연천군,미산면
41800350,41,경기도,연천군,왕징면
41800360,41,경기도,연천군,신서면
41800370,41,경기도,연천군,중면
41800380,41,경기도,연천군,장남면
41820250,41,경기도,가평군,가평읍
41820310,41,경기도,가평군,설악면
41820325,41,경기도,가평군,청평면
41820330,41,경기도,가평군,상면
41820340,41,경기도,가평군,하면
41820350,41,경기도,가평군,북면
41830250,41,경기도,양평군,양평읍
41830310,41,경기도,양평군,강상면
41830320,41,경기도,양평군,강하면
41830330,41,경기도,양평군,양서면
41830340,41,경기도,양평군,옥천면
41830350,41,경기도,양평군,서종면
41830360,41,경기도,양평군,단월면
41830370,41,경기도,양평군,청운면
41830380,41,경기도,양평군,양동면
41830395,41,경기도,양평군,지평면
41830400,41,경기도,양평군,용문면
41830410,41,경기도,양평군,개군면
43110112,43,충청북도,청주시 상당구,수동
43110113,43,충청북도,청주시 상당구,우암동
43110114,43,충청북도,청주시 상당구,내덕동
43110115,43,충청북도,청주시 상당구,율량동
43110116,43,충청북도,청주시 상당구,사천동
43110118,43,충청북도,청주시 상당구,대성동
43110120,43,충청북도,청주시 상당구,금천동
43110121,43,충청북도,청주시 상당구,용담동
43110122,43,충청북도,청주시 상당구,명암동
43110123,43,충청북도,청주시 상당구,산성동
43110124,43,충청북도,청주시 상당구,용암동
43110125,43,충청북도,청주시 상당구,용정동
43110128,43,충청북도,청주시 상당구,지북동
43110129,43,충청북도,청주시 상당구,운동동
43110130,43,충청북도,청주시 상당구,월오동
43110131,43,충청북도,청주시 상당구,주성동
43110132,43,충청북도,청주시 상당구,주중동
43110133,43,충청북도,청주시 상당구,정상동
43110134,43,충청북도,청주시 상당구,정하동
43110135,43,충청북도,청주시 상당구,정북동
43110136,43,충청북도,청주시 상당구,오동동
43110137,43,충청북도,청주시 상당구,외남동
43110138,43,충청북도,청주시 상당구,외평동
43110139,43,충청북도,청주시 상당구,외하동
43110201,43,충청북도,청주시 흥덕구,사직동
43110202,43,충청북도,청주시 흥덕구,사창동
43110203,43,충청북도,청주시 흥덕구,모충동
43110204,43,충청북도,청주시 흥덕구,운천동
43110205,43,충청북도,청주시 흥덕구,신봉동
43110206,43,충청북도,청주시 흥덕구,산남동
43110207,43,충청북도,청주시 흥덕구,미평동
43110208,43,충청북도,청주시 흥덕구,분평동
43110209,43,충청북도,청주시 흥덕구,수곡동
43110210,43,충청북도,청주시 흥덕구,성화동
43110211,43,충청북도,청주시 흥덕구,개신동
43110212,43,충청북도,청주시 흥덕구,죽림동
43110213,43,충청북도,청주시 흥덕구,가경동
43110214,43,충청북도,청주시 흥덕구,복대동
43110215,43,충청북도,청주시 흥덕구,봉명동
43110216,43,충청북도,청주시 흥덕구,송정동
43110217,43,충청북도,청주시 흥덕구,강서동
43110218,43,충청북도,청주시 흥덕구,석곡동
43110219,43,충청북도,청주시 흥덕구,휴암동
43110220,43,충청북도,청주시 흥덕구,신전동
43110221,43,충청북도,청주시 흥덕구,현암동
43110222,43,충청북도,청주시 흥덕구,동막동
43110223,43,충청북도,청주시 흥덕구,수의동
43110224,43,충청북도,청주시 흥덕구,지동동
43110225,43,충청북도,청주시 흥덕구,서촌동
43110226,43,충청북도,청주시 흥덕구,신성동
43110227,43,충청북도,청주시 흥덕구,평동
43110229,43,충청북도,청주시 흥덕구,남촌동
43110230,43,충청북도,청주시 흥덕구,내곡동
43110231,43,충청북도,청주시 흥덕구,상신동
43110233,43,충청북도,청주시 흥덕구,문암동
43110234,43,충청북도,청주시 흥덕구,송절동
43110235,43,충청북도,청주시 흥덕구,화계동
43110236,43,충청북도,청주시 흥덕구,외북동
43110238,43,충청북도,청주시 흥덕구,비하동
43110239,43,충청북도,청주시 흥덕구,석소동
43110240,43,충청북도,청주시 흥덕구,정봉동
43110242,43,충청북도,청주시 흥덕구,장성동
