analdate,area,d1,d2,d3,d4,doname,maxi,meanavg,mini,regioncode,sigucode,sigun,std,upplocalcd
2025-08-23 18,"2,399",100,0,0,0,서울특별시,33,27,20,11110,11110,종로구,2,11
2025-08-24 00,"2,399",100,0,0,0,서울특별시,26,17,11,11110,11110,종로구,4,11
2025-08-24 03,"2,399",100,0,0,0,서울특별시,24,15,9,11110,11110,종로구,4,11
2025-08-24 06,"2,399",100,0,0,0,서울특별시,21,14,9,11110,11110,종로구,3,11
2025-08-24 09,"2,399",100,0,0,0,서울특별시,31,25,18,11110,11110,종로구,3,11
2025-08-24 12,"2,399",100,0,0,0,서울특별시,33,28,25,11110,11110,종로구,2,11
2025-08-24 15,"2,399",100,0,0,0,서울특별시,33,28,25,11110,11110,종로구,2,11
2025-08-24 18,"2,399",100,0,0,0,서울특별시,33,28,25,11110,11110,종로구,2,11
2025-08-24 21,"2,399",100,0,0,0,서울특별시,28,20,14,11110,11110,종로구,4,11
2025-08-25 00,"2,399",100,0,0,0,서울특별시,26,18,11,11110,11110,종로구,4,11
2025-08-25 03,"2,399",100,0,0,0,서울특별시,24,17,11,11110,11110,종로구,3,11
2025-08-25 06,"2,399",100,0,0,0,서울특별시,24,17,11,11110,11110,종로구,3,11
2025-08-25 09,"2,399",100,0,0,0,서울특별시,28,23,18,11110,11110,종로구,2,11
2025-08-25 12,"2,399",100,0,0,0,서울특별시,28,22,18,11110,11110,종로구,2,11
2025-08-25 15,"2,399",100,0,0,0,서울특별시,30,23,18,11110,11110,종로구,3,11
2025-08-25 18,"2,399",100,0,0,0,서울특별시,28,23,20,11110,11110,종로구,2,11
2025-08-25 21,"2,399",100,0,0,0,서울특별시,24,17,14,11110,11110,종로구,3,11
2025-08-26 00,"2,399",100,0,0,0,서울특별시,21,14,9,11110,11110,종로구,3,11
2025-08-23 18,997,100,0,0,0,서울특별시,33,28,26,11140,11140,중구,1,11
2025-08-24 00,997,100,0,0,0,서울특별시,28,22,18,11140,11140,중구,2,11
2025-08-24 03,997,100,0,0,0,서울특별시,23,19,13,11140,11140,중구,1,11
2025-08-24 06,997,100,0,0,0,서울특별시,23,18,14,11140,11140,중구,2,11
2025-08-24 09,997,100,0,0,0,서울특별시,30,25,23,11140,11140,중구,1,11
2025-08-24 12,997,100,0,0,0,서울특별시,33,28,26,11140,11140,중구,1,11
2025-08-24 15,997,100,0,0,0,서울특별시,33,28,26,11140,11140,중구,1,11
2025-08-24 18,997,100,0,0,0,서울특별시,33,28,26,11140,11140,중구,1,11
2025-08-24 21,997,100,0,0,0,서울특별시,33,26,21,11140,11140,중구,2,11
2025-08-25 00,997,100,0,0,0,서울특별시,28,22,19,11140,11140,중구,2,11
2025-08-25 03,997,100,0,0,0,서울특별시,26,20,16,11140,11140,중구,2,11
2025-08-25 06,997,100,0,0,0,서울특별시,23,19,16,11140,11140,중구,1,11
2025-08-25 09,997,100,0,0,0,서울특별시,28,23,21,11140,11140,중구,1,11
2025-08-25 12,997,100,0,0,0,서울특별시,30,24,19,11140,11140,중구,2,11
2025-08-25 15,997,100,0,0,0,서울특별시,30,24,20,11140,11140,중구,2,11
2025-08-25 18,997,100,0,0,0,서울특별시,30,25,21,11140,11140,중구,2,11
2025-08-25 21,997,100,0,0,0,서울특별시,28,21,16,11140,11140,중구,2,11
2025-08-26 00,997,100,0,0,0,서울특별시,26,19,14,11140,11140,중구,2,11
2025-08-23 18,"2,191",100,0,0,0,서울특별시,33,29,26,11170,11170,용산구,2,11
2025-08-24 00,"2,191",100,0,0,0,서울특별시,28,24,21,11170,11170,용산구,2,11
2025-08-24 03,"2,191",100,0,0,0,서울특별시,24,20,16,11170,11170,용산구,2,11
2025-08-24 06,"2,191",100,0,0,0,서울특별시,24,20,16,11170,11170,용산구,2,11
2025-08-24 09,"2,191",100,0,0,0,서울특별시,31,27,23,11170,11170,용산구,2,11
2025-08-24 12,"2,191",100,0,0,0,서울특별시,33,29,26,11170,11170,용산구,2,11
2025-08-24 15,"2,191",100,0,0,0,서울특별시,33,29,26,11170,11170,용산구,2,11
2025-08-24 18,"2,191",100,0,0,0,서울특별시,33,29,26,11170,11170,용산구,2,11
2025-08-24 21,"2,191",100,0,0,0,서울특별시,33,29,24,11170,11170,용산구,2,11
2025-08-25 00,"2,191",100,0,0,0,서울특별시,28,24,21,11170,11170,용산구,2,11
2025-08-25 03,"2,191",100,0,0,0,서울특별시,26,22,17,11170,11170,용산구,2,11
2025-08-25 06,"2,191",100,0,0,0,서울특별시,24,20,16,11170,11170,용산구,2,11
2025-08-25 09,"2,191",100,0,0,0,서울특별시,28,24,21,11170,11170,용산구,2,11
2025-08-25 12,"2,191",100,0,0,0,서울특별시,31,27,23,11170,11170,용산구,2,11
2025-08-25 15,"2,191",100,0,0,0,서울특별시,31,27,23,11170,11170,용산구,2,11
2025-08-25 18,"2,191",100,0,0,0,서울특별시,31,27,23,11170,11170,용산구,2,11
2025-08-25 21,"2,191",100,0,0,0,서울특별시,28,24,21,11170,11170,용산구,2,11
2025-08-26 00,"2,191",100,0,0,0,서울특별시,26,22,17,11170,11170,용산구,2,11
2025-08-23 18,"1,681",100,0,0,0,서울특별시,32,28,27,11200,11200,성동구,1,11
2025-08-24 00,"1,681",100,0,0,0,서울특별시,28,23,20,11200,11200,성동구,1,11
2025-08-24 03,"1,681",100,0,0,0,서울특별시,24,19,17,11200,11200,성동구,1,11
2025-08-24 06,"1,681",100,0,0,0,서울특별시,24,19,17,11200,11200,성동구,1,11
2025-08-24 09,"1,681",100,0,0,0,서울특별시,31,26,24,11200,11200,성동구,1,11
2025-08-24 12,"1,681",100,0,0,0,서울특별시,33,28,26,11200,11200,성동구,1,11
2025-08-24 15,"1,681",100,0,0,0,서울특별시,33,28,26,11200,11200,성동구,1,11
2025-08-24 18,"1,681",100,0,0,0,서울특별시,33,28,26,11200,11200,성동구,1,11
2025-08-24 21,"1,681",100,0,0,0,서울특별시,33,28,25,11200,11200,성동구,1,11
2025-08-25 00,"1,681",100,0,0,0,서울특별시,31,25,21,11200,11200,성동구,2,11
2025-08-25 03,"1,681",100,0,0,0,서울특별시,26,21,19,11200,11200,성동구,1,11
2025-08-25 06,"1,681",100,0,0,0,서울특별시,24,19,17,11200,11200,성동구,1,11
2025-08-25 09,"1,681",100,0,0,0,서울특별시,28,24,21,11200,11200,성동구,1,11
2025-08-25 12,"1,681",100,0,0,0,서울특별시,31,26,22,11200,11200,성동구,1,11
2025-08-25 15,"1,681",100,0,0,0,서울특별시,31,25,20,11200,11200,성동구,2,11
2025-08-25 18,"1,681",100,0,0,0,서울특별시,31,26,22,11200,11200,성동구,1,11
2025-08-25 21,"1,681",100,0,0,0,서울특별시,28,24,21,11200,11200,성동구,1,11
2025-08-26 00,"1,681",100,0,0,0,서울특별시,26,20,17,11200,11200,성동구,1,11
2025-08-23 18,"1,704",100,0,0,0,서울특별시,33,30,26,11215,11215,광진구,2,11
2025-08-24 00,"1,704",100,0,0,0,서울특별시,31,27,23,11215,11215,광진구,2,11
2025-08-24 03,"1,704",100,0,0,0,서울특별시,26,21,16,11215,11215,광진구,2,11
2025-08-24 06,"1,704",100,0,0,0,서울특별시,24,20,16,11215,11215,광진구,2,11
2025-08-24 09,"1,704",100,0,0,0,서울특별시,33,30,25,11215,11215,광진구,2,11
2025-08-24 12,"1,704",100,0,0,0,서울특별시,33,30,26,11215,11215,광진구,2,11
2025-08-24 15,"1,704",100,0,0,0,서울특별시,33,30,26,11215,11215,광진구,2,11
2025-08-24 18,"1,704",100,0,0,0,서울특별시,33,30,26,11215,11215,광진구,2,11
2025-08-24 21,"1,704",100,0,0,0,서울특별시,33,30,26,11215,11215,광진구,2,11
2025-08-25 00,"1,704",100,0,0,0,서울특별시,31,27,23,11215,11215,광진구,2,11
2025-08-25 03,"1,704",100,0,0,0,서울특별시,26,23,19,11215,11215,광진구,2,11
2025-08-25 06,"1,704",100,0,0,0,서울특별시,26,23,18,11215,11215,광진구,2,11
2025-08-25 09,"1,704",100,0,0,0,서울특별시,31,27,23,11215,11215,광진구,2,11
2025-08-25 12,"1,704",100,0,0,0,서울특별시,33,30,25,11215,11215,광진구,2,11
2025-08-25 15,"1,704",100,0,0,0,서울특별시,31,27,22,11215,11215,광진구,2,11
2025-08-25 18,"1,704",100,0,0,0,서울특별시,31,27,23,11215,11215,광진구,2,11
2025-08-25 21,"1,704",100,0,0,0,서울특별시,28,25,21,11215,11215,광진구,2,11
2025-08-26 00,"1,704",100,0,0,0,서울특별시,26,21,16,11215,11215,광진구,2,11
2025-08-23 18,"1,425",100,0,0,0,서울특별시,33,29,27,11230,11230,동대문구,1,11
2025-08-24 00,"1,425",100,0,0,0,서울특별시,26,22,18,11230,11230,동대문구,2,11
2025-08-24 03,"1,425",100,0,0,0,서울특별시,24,19,16,11230,11230,동대문구,2,11
2025-08-24 06,"1,425",100,0,0,0,서울특별시,24,19,16,11230,11230,동대문구,2,11
2025-08-24 09,"1,425",100,0,0,0,서울특별시,31,26,22,11230,11230,동대문구,2,11
2025-08-24 12,"1,425",100,0,0,0,서울특별시,33,29,25,11230,11230,동대문구,2,11
2025-08-24 15,"1,425",100,0,0,0,서울특별시,33,29,27,11230,11230,동대문구,2,11
2025-08-24 18,"1,425",100,0,0,0,서울특별시,33,29,27,11230,11230,동대문구,2,11
2025-08-24 21,"1,425",100,0,0,0,서울특별시,31,26,20,11230,11230,동대문구,2,11
2025-08-25 00,"1,425",100,0,0,0,서울특별시,28,24,20,11230,11230,동대문구,2,11
2025-08-25 03,"1,425",100,0,0,0,서울특별시,26,22,16,11230,11230,동대문구,2,11
2025-08-25 06,"1,425",100,0,0,0,서울특별시,24,19,16,11230,11230,동대문구,2,11
2025-08-25 09,"1,425",100,0,0,0,서울특별시,28,24,20,11230,11230,동대문구,2,11
2025-08-25 12,"1,425",100,0,0,0,서울특별시,28,24,20,11230,11230,동대문구,2,11
2025-08-25 15,"1,425",100,0,0,0,서울특별시,28,22,20,11230,11230,동대문구,2,11
2025-08-25 18,"1,425",100,0,0,0,서울특별시,28,24,20,11230,11230,동대문구,2,11
2025-08-25 21,"1,425",100,0,0,0,서울특별시,28,24,18,11230,11230,동대문구,2,11
2025-08-26 00,"1,425",100,0,0,0,서울특별시,24,19,16,11230,11230,동대문구,2,11
2025-08-23 18,"1,854",100,0,0,0,서울특별시,33,29,24,11260,11260,중랑구,2,11
2025-08-24 00,"1,854",100,0,0,0,서울특별시,30,24,19,11260,11260,중랑구,3,11
2025-08-24 03,"1,854",100,0,0,0,서울특별시,24,19,15,11260,11260,중랑구,2,11
2025-08-24 06,"1,854",100,0,0,0,서울특별시,24,19,15,11260,11260,중랑구,2,11
2025-08-24 09,"1,854",100,0,0,0,서울특별시,33,29,25,11260,11260,중랑구,2,11
2025-08-24 12,"1,854",100,0,0,0,서울특별시,33,29,25,11260,11260,중랑구,2,11
2025-08-24 15,"1,854",100,0,0,0,서울특별시,33,29,25,11260,11260,중랑구,2,11
2025-08-24 18,"1,854",100,0,0,0,서울특별시,33,29,25,11260,11260,중랑구,2,11
2025-08-24 21,"1,854",100,0,0,0,서울특별시,33,28,23,11260,11260,중랑구,2,11
2025-08-25 00,"1,854",100,0,0,0,서울특별시,30,24,19,11260,11260,중랑구,3,11
2025-08-25 03,"1,854",100,0,0,0,서울특별시,26,22,18,11260,11260,중랑구,2,11
2025-08-25 06,"1,854",100,0,0,0,서울특별시,26,21,16,11260,11260,중랑구,2,11
2025-08-25 09,"1,854",100,0,0,0,서울특별시,31,26,22,11260,11260,중랑구,2,11
2025-08-25 12,"1,854",100,0,0,0,서울특별시,33,29,25,11260,11260,중랑구,2,11
2025-08-25 15,"1,854",100,0,0,0,서울특별시,30,25,21,11260,11260,중랑구,2,11
2025-08-25 18,"1,854",100,0,0,0,서울특별시,31,26,22,11260,11260,중랑구,2,11
2025-08-25 21,"1,854",100,0,0,0,서울특별시,28,23,19,11260,11260,중랑구,2,11
2025-08-26 00,"1,854",100,0,0,0,서울특별시,24,19,15,11260,11260,중랑구,2,11
2025-08-23 18,"2,461",100,0,0,0,서울특별시,33,28,23,11290,11290,성북구,2,11
2025-08-24 00,"2,461",100,0,0,0,서울특별시,26,18,14,11290,11290,성북구,3,11
2025-08-24 03,"2,461",100,0,0,0,서울특별시,24,15,11,11290,11290,성북구,3,11
2025-08-24 06,"2,461",100,0,0,0,서울특별시,24,15,11,11290,11290,성북구,3,11
2025-08-24 09,"2,461",100,0,0,0,서울특별시,31,25,22,11290,11290,성북구,2,11
2025-08-24 12,"2,461",100,0,0,0,서울특별시,33,28,25,11290,11290,성북구,2,11
2025-08-24 15,"2,461",100,0,0,0,서울특별시,33,28,25,11290,11290,성북구,2,11
2025-08-24 18,"2,461",100,0,0,0,서울특별시,33,28,25,11290,11290,성북구,2,11
2025-08-24 21,"2,461",100,0,0,0,서울특별시,31,20,16,11290,11290,성북구,4,11
2025-08-25 00,"2,461",100,0,0,0,서울특별시,28,18,14,11290,11290,성북구,4,11
2025-08-25 03,"2,461",100,0,0,0,서울특별시,26,17,14,11290,11290,성북구,3,11
2025-08-25 06,"2,461",100,0,0,0,서울특별시,24,17,14,11290,11290,성북구,2,11
2025-08-25 09,"2,461",100,0,0,0,서울특별시,28,23,20,11290,11290,성북구,2,11
2025-08-25 12,"2,461",100,0,0,0,서울특별시,28,21,18,11290,11290,성북구,2,11
2025-08-25 15,"2,461",100,0,0,0,서울특별시,28,21,18,11290,11290,성북구,2,11
2025-08-25 18,"2,461",100,0,0,0,서울특별시,28,23,20,11290,11290,성북구,2,11
2025-08-25 21,"2,461",100,0,0,0,서울특별시,28,18,14,11290,11290,성북구,3,11
2025-08-26 00,"2,461",100,0,0,0,서울특별시,24,15,11,11290,11290,성북구,3,11
2025-08-23 18,"2,364",100,0,0,0,서울특별시,33,27,25,11305,11305,강북구,2,11
2025-08-24 00,"2,364",100,0,0,0,서울특별시,24,14,11,11305,11305,강북구,2,11
2025-08-24 03,"2,364",100,0,0,0,서울특별시,21,15,11,11305,11305,강북구,2,11
2025-08-24 06,"2,364",100,0,0,0,서울특별시,21,15,11,11305,11305,강북구,2,11
2025-08-24 09,"2,364",100,0,0,0,서울특별시,31,25,22,11305,11305,강북구,2,11
2025-08-24 12,"2,364",100,0,0,0,서울특별시,33,27,25,11305,11305,강북구,2,11
2025-08-24 15,"2,364",100,0,0,0,서울특별시,33,27,25,11305,11305,강북구,2,11
2025-08-24 18,"2,364",100,0,0,0,서울특별시,33,27,25,11305,11305,강북구,2,11
2025-08-24 21,"2,364",100,0,0,0,서울특별시,26,18,16,11305,11305,강북구,2,11
2025-08-25 00,"2,364",100,0,0,0,서울특별시,26,15,11,11305,11305,강북구,3,11
2025-08-25 03,"2,364",100,0,0,0,서울특별시,21,14,11,11305,11305,강북구,2,11
2025-08-25 06,"2,364",100,0,0,0,서울특별시,21,14,11,11305,11305,강북구,2,11
2025-08-25 09,"2,364",100,0,0,0,서울특별시,28,22,20,11305,11305,강북구,2,11
2025-08-25 12,"2,364",100,0,0,0,서울특별시,28,22,18,11305,11305,강북구,2,11
2025-08-25 15,"2,364",100,0,0,0,서울특별시,28,21,18,11305,11305,강북구,2,11
2025-08-25 18,"2,364",100,0,0,0,서울특별시,28,22,20,11305,11305,강북구,2,11
2025-08-25 21,"2,364",100,0,0,0,서울특별시,24,16,14,11305,11305,강북구,2,11
2025-08-26 00,"2,364",100,0,0,0,서울특별시,21,15,11,11305,11305,강북구,2,11
2025-08-23 18,"2,069",100,0,0,0,서울특별시,33,28,25,11320,11320,도봉구,1,11
2025-08-24 00,"2,069",100,0,0,0,서울특별시,24,15,11,11320,11320,도봉구,2,11
2025-08-24 03,"2,069",100,0,0,0,서울특별시,21,16,9,11320,11320,도봉구,2,11
2025-08-24 06,"2,069",100,0,0,0,서울특별시,21,15,9,11320,11320,도봉구,2,11
2025-08-24 09,"2,069",100,0,0,0,서울특별시,31,24,19,11320,11320,도봉구,2,11
2025-08-24 12,"2,069",100,0,0,0,서울특별시,33,27,23,11320,11320,도봉구,2,11
2025-08-24 15,"2,069",100,0,0,0,서울특별시,33,28,25,11320,11320,도봉구,2,11
2025-08-24 18,"2,069",100,0,0,0,서울특별시,33,28,25,11320,11320,도봉구,2,11
2025-08-24 21,"2,069",100,0,0,0,서울특별시,26,19,14,11320,11320,도봉구,3,11
2025-08-25 00,"2,069",100,0,0,0,서울특별시,26,15,11,11320,11320,도봉구,3,11
2025-08-25 03,"2,069",100,0,0,0,서울특별시,21,15,9,11320,11320,도봉구,2,11
2025-08-25 06,"2,069",100,0,0,0,서울특별시,21,15,11,11320,11320,도봉구,2,11
2025-08-25 09,"2,069",100,0,0,0,서울특별시,28,23,16,11320,11320,도봉구,2,11
2025-08-25 12,"2,069",100,0,0,0,서울특별시,28,22,18,11320,11320,도봉구,2,11
2025-08-25 15,"2,069",100,0,0,0,서울특별시,28,21,18,11320,11320,도봉구,2,11
2025-08-25 18,"2,069",100,0,0,0,서울특별시,28,23,18,11320,11320,도봉구,2,11
2025-08-25 21,"2,069",100,0,0,0,서울특별시,24,17,12,11320,11320,도봉구,2,11
2025-08-26 00,"2,069",100,0,0,0,서울특별시,21,14,9,11320,11320,도봉구,2,11
2025-08-23 18,"3,561",100,0,0,0,서울특별시,33,29,26,11350,11350,노원구,2,11
2025-08-24 00,"3,561",100,0,0,0,서울특별시,26,19,12,11350,11350,노원구,3,11
2025-08-24 03,"3,561",100,0,0,0,서울특별시,24,18,12,11350,11350,노원구,3,11
2025-08-24 06,"3,561",100,0,0,0,서울특별시,24,17,10,11350,11350,노원구,3,11
2025-08-24 09,"3,561",100,0,0,0,서울특별시,33,26,19,11350,11350,노원구,3,11
2025-08-24 12,"3,561",100,0,0,0,서울특별시,33,28,23,11350,11350,노원구,2,11
2025-08-24 15,"3,561",100,0,0,0,서울특별시,33,29,25,11350,11350,노원구,2,11
2025-08-24 18,"3,561",100,0,0,0,서울특별시,33,29,25,11350,11350,노원구,2,11
2025-08-24 21,"3,561",100,0,0,0,서울특별시,31,24,14,11350,11350,노원구,4,11
2025-08-25 00,"3,561",100,0,0,0,서울특별시,26,19,12,11350,11350,노원구,3,11
2025-08-25 03,"3,561",100,0,0,0,서울특별시,26,18,12,11350,11350,노원구,3,11
2025-08-25 06,"3,561",100,0,0,0,서울특별시,24,18,12,11350,11350,노원구,2,11
2025-08-25 09,"3,561",100,0,0,0,서울특별시,31,24,16,11350,11350,노원구,3,11
2025-08-25 12,"3,561",100,0,0,0,서울특별시,33,25,19,11350,11350,노원구,4,11
2025-08-25 15,"3,561",100,0,0,0,서울특별시,28,23,17,11350,11350,노원구,2,11
2025-08-25 18,"3,561",100,0,0,0,서울특별시,31,24,17,11350,11350,노원구,3,11
2025-08-25 21,"3,561",100,0,0,0,서울특별시,26,20,12,11350,11350,노원구,3,11
2025-08-26 00,"3,561",100,0,0,0,서울특별시,24,17,9,11350,11350,노원구,3,11
2025-08-23 18,"2,979",100,0,0,0,서울특별시,33,28,4,11380,11380,은평구,2,11
2025-08-24 00,"2,979",100,0,0,0,서울특별시,24,16,12,11380,11380,은평구,3,11
2025-08-24 03,"2,979",100,0,0,0,서울특별시,21,13,9,11380,11380,은평구,2,11
2025-08-24 06,"2,979",100,0,0,0,서울특별시,21,13,9,11380,11380,은평구,3,11
2025-08-24 09,"2,979",100,0,0,0,서울특별시,31,23,19,11380,11380,은평구,3,11
2025-08-24 12,"2,979",100,0,0,0,서울특별시,33,29,26,11380,11380,은평구,2,11
2025-08-24 15,"2,979",100,0,0,0,서울특별시,33,29,26,11380,11380,은평구,2,11
2025-08-24 18,"2,979",100,0,0,0,서울특별시,33,29,26,11380,11380,은평구,2,11
2025-08-24 21,"2,979",100,0,0,0,서울특별시,28,18,14,11380,11380,은평구,3,11
2025-08-25 00,"2,979",100,0,0,0,서울특별시,26,16,12,11380,11380,은평구,3,11
2025-08-25 03,"2,979",100,0,0,0,서울특별시,24,15,12,11380,11380,은평구,2,11
2025-08-25 06,"2,979",100,0,0,0,서울특별시,24,16,12,11380,11380,은평구,3,11
2025-08-25 09,"2,979",100,0,0,0,서울특별시,28,22,19,11380,11380,은평구,2,11
2025-08-25 12,"2,979",100,0,0,0,서울특별시,31,24,19,11380,11380,은평구,2,11
2025-08-25 15,"2,979",100,0,0,0,서울특별시,31,24,21,11380,11380,은평구,2,11
2025-08-25 18,"2,979",100,0,0,0,서울특별시,28,24,21,11380,11380,은평구,2,11
2025-08-25 21,"2,979",100,0,0,0,서울특별시,24,17,14,11380,11380,은평구,2,11
2025-08-26 00,"2,979",100,0,0,0,서울특별시,21,14,9,11380,11380,은평구,3,11
2025-08-23 18,"1,769",100,0,0,0,서울특별시,33,28,26,11410,11410,서대문구,2,11
2025-08-24 00,"1,769",100,0,0,0,서울특별시,24,19,12,11410,11410,서대문구,2,11
2025-08-24 03,"1,769",100,0,0,0,서울특별시,19,14,9,11410,11410,서대문구,2,11
2025-08-24 06,"1,769",100,0,0,0,서울특별시,21,16,9,11410,11410,서대문구,2,11
2025-08-24 09,"1,769",100,0,0,0,서울특별시,31,26,19,11410,11410,서대문구,2,11
2025-08-24 12,"1,769",100,0,0,0,서울특별시,33,28,26,11410,11410,서대문구,2,11
2025-08-24 15,"1,769",100,0,0,0,서울특별시,33,28,26,11410,11410,서대문구,2,11
2025-08-24 18,"1,769",100,0,0,0,서울특별시,33,28,26,11410,11410,서대문구,2,11
2025-08-24 21,"1,769",100,0,0,0,서울특별시,28,23,14,11410,11410,서대문구,3,11
2025-08-25 00,"1,769",100,0,0,0,서울특별시,26,21,12,11410,11410,서대문구,3,11
2025-08-25 03,"1,769",100,0,0,0,서울특별시,24,19,12,11410,11410,서대문구,2,11
2025-08-25 06,"1,769",100,0,0,0,서울특별시,24,19,12,11410,11410,서대문구,2,11
2025-08-25 09,"1,769",100,0,0,0,서울특별시,28,23,19,11410,11410,서대문구,2,11
2025-08-25 12,"1,769",100,0,0,0,서울특별시,28,24,21,11410,11410,서대문구,2,11
2025-08-25 15,"1,769",100,0,0,0,서울특별시,31,26,21,11410,11410,서대문구,2,11
2025-08-25 18,"1,769",100,0,0,0,서울특별시,28,24,21,11410,11410,서대문구,2,11
2025-08-25 21,"1,769",100,0,0,0,서울특별시,24,19,14,11410,11410,서대문구,2,11
2025-08-26 00,"1,769",100,0,0,0,서울특별시,21,16,9,11410,11410,서대문구,2,11
2025-08-23 18,"2,386",100,0,0,0,서울특별시,33,29,27,11440,11440,마포구,2,11
2025-08-24 00,"2,386",100,0,0,0,서울특별시,28,21,18,11440,11440,마포구,3,11
2025-08-24 03,"2,386",100,0,0,0,서울특별시,24,18,13,11440,11440,마포구,2,11
2025-08-24 06,"2,386",100,0,0,0,서울특별시,24,18,16,11440,11440,마포구,2,11
2025-08-24 09,"2,386",100,0,0,0,서울특별시,31,26,24,11440,11440,마포구,2,11
2025-08-24 12,"2,386",100,0,0,0,서울특별시,33,29,27,11440,11440,마포구,2,11
2025-08-24 15,"2,386",100,0,0,0,서울특별시,33,29,27,11440,11440,마포구,2,11
2025-08-24 18,"2,386",100,0,0,0,서울특별시,33,29,27,11440,11440,마포구,2,11
2025-08-24 21,"2,386",100,0,0,0,서울특별시,31,25,22,11440,11440,마포구,2,11
2025-08-25 00,"2,386",100,0,0,0,서울특별시,28,23,20,11440,11440,마포구,2,11
2025-08-25 03,"2,386",100,0,0,0,서울특별시,24,18,16,11440,11440,마포구,2,11
2025-08-25 06,"2,386",100,0,0,0,서울특별시,24,19,17,11440,11440,마포구,2,11
2025-08-25 09,"2,386",100,0,0,0,서울특별시,28,24,22,11440,11440,마포구,2,11
2025-08-25 12,"2,386",100,0,0,0,서울특별시,31,26,22,11440,11440,마포구,2,11
2025-08-25 15,"2,386",100,0,0,0,서울특별시,33,27,25,11440,11440,마포구,2,11
2025-08-25 18,"2,386",100,0,0,0,서울특별시,31,25,22,11440,11440,마포구,2,11
2025-08-25 21,"2,386",100,0,0,0,서울특별시,28,21,16,11440,11440,마포구,3,11
2025-08-26 00,"2,386",100,0,0,0,서울특별시,24,18,16,11440,11440,마포구,2,11
2025-08-23 18,"1,741",100,0,0,0,서울특별시,33,29,27,11470,11470,양천구,2,11
2025-08-24 00,"1,741",100,0,0,0,서울특별시,26,18,13,11470,11470,양천구,3,11
2025-08-24 03,"1,741",100,0,0,0,서울특별시,24,15,11,11470,11470,양천구,3,11
2025-08-24 06,"1,741",100,0,0,0,서울특별시,24,15,11,11470,11470,양천구,3,11
2025-08-24 09,"1,741",100,0,0,0,서울특별시,30,24,22,11470,11470,양천구,2,11
2025-08-24 12,"1,741",100,0,0,0,서울특별시,33,29,27,11470,11470,양천구,2,11
2025-08-24 15,"1,741",100,0,0,0,서울특별시,33,29,27,11470,11470,양천구,2,11
2025-08-24 18,"1,741",100,0,0,0,서울특별시,33,28,24,11470,11470,양천구,2,11
2025-08-24 21,"1,741",100,0,0,0,서울특별시,28,19,11,11470,11470,양천구,4,11
2025-08-25 00,"1,741",100,0,0,0,서울특별시,26,17,11,11470,11470,양천구,4,11
2025-08-25 03,"1,741",100,0,0,0,서울특별시,24,15,11,11470,11470,양천구,3,11
2025-08-25 06,"1,741",100,0,0,0,서울특별시,24,15,11,11470,11470,양천구,3,11
2025-08-25 09,"1,741",100,0,0,0,서울특별시,28,22,20,11470,11470,양천구,2,11
2025-08-25 12,"1,741",100,0,0,0,서울특별시,31,25,22,11470,11470,양천구,2,11
2025-08-25 15,"1,741",100,0,0,0,서울특별시,31,26,22,11470,11470,양천구,2,11
2025-08-25 18,"1,741",100,0,0,0,서울특별시,31,24,20,11470,11470,양천구,2,11
2025-08-25 21,"1,741",100,0,0,0,서울특별시,28,18,13,11470,11470,양천구,4,11
2025-08-26 00,"1,741",100,0,0,0,서울특별시,24,14,10,11470,11470,양천구,3,11
2025-08-23 18,"4,145",100,0,0,0,서울특별시,33,28,25,11500,11500,강서구,2,11
2025-08-24 00,"4,145",100,0,0,0,서울특별시,21,15,10,11500,11500,강서구,3,11
2025-08-24 03,"4,145",100,0,0,0,서울특별시,19,13,10,11500,11500,강서구,2,11
2025-08-24 06,"4,145",100,0,0,0,서울특별시,19,13,10,11500,11500,강서구,2,11
2025-08-24 09,"4,145",100,0,0,0,서울특별시,28,24,22,11500,11500,강서구,2,11
2025-08-24 12,"4,145",100,0,0,0,서울특별시,33,29,27,11500,11500,강서구,2,11
2025-08-24 15,"4,145",100,0,0,0,서울특별시,33,29,27,11500,11500,강서구,2,11
2025-08-24 18,"4,145",100,0,0,0,서울특별시,33,28,24,11500,11500,강서구,2,11
2025-08-24 21,"4,145",100,0,0,0,서울특별시,24,17,11,11500,11500,강서구,3,11
2025-08-25 00,"4,145",100,0,0,0,서울특별시,22,15,11,11500,11500,강서구,3,11
2025-08-25 03,"4,145",100,0,0,0,서울특별시,19,13,10,11500,11500,강서구,2,11
2025-08-25 06,"4,145",100,0,0,0,서울특별시,20,14,11,11500,11500,강서구,2,11
2025-08-25 09,"4,145",100,0,0,0,서울특별시,26,22,20,11500,11500,강서구,2,11
2025-08-25 12,"4,145",100,0,0,0,서울특별시,28,24,22,11500,11500,강서구,2,11
2025-08-25 15,"4,145",100,0,0,0,서울특별시,31,25,22,11500,11500,강서구,2,11
2025-08-25 18,"4,145",100,0,0,0,서울특별시,28,23,20,11500,11500,강서구,2,11
2025-08-25 21,"4,145",100,0,0,0,서울특별시,21,17,13,11500,11500,강서구,2,11
2025-08-26 00,"4,145",100,0,0,0,서울특별시,17,13,10,11500,11500,강서구,2,11
2025-08-23 18,"2,009",100,0,0,0,서울특별시,33,28,27,11530,11530,구로구,1,11
2025-08-24 00,"2,009",100,0,0,0,서울특별시,26,21,13,11530,11530,구로구,2,11
