analdate,area,d1,d2,d3,d4,doname,maxi,meanavg,mini,regioncode,sigucode,sigun,std,upplocalcd
2025-08-25 00,"86,927",100,0,0,0,제주특별자치도,26,11,4,50130,50130,서귀포시,4,50
2025-08-25 03,"86,927",100,0,0,0,제주특별자치도,26,11,3,50130,50130,서귀포시,4,50
2025-08-25 06,"86,927",100,0,0,0,제주특별자치도,26,11,3,50130,50130,서귀포시,4,50
2025-08-25 09,"86,927",100,0,0,0,제주특별자치도,28,14,6,50130,50130,서귀포시,5,50
2025-08-25 12,"86,927",100,0,0,0,제주특별자치도,33,14,5,50130,50130,서귀포시,6,50
2025-08-25 15,"86,927",100,0,0,0,제주특별자치도,33,14,6,50130,50130,서귀포시,6,50
2025-08-25 18,"86,927",100,0,0,0,제주특별자치도,28,14,5,50130,50130,서귀포시,6,50
2025-08-25 21,"86,927",100,0,0,0,제주특별자치도,26,11,3,50130,50130,서귀포시,5,50
2025-08-26 00,"86,927",100,0,0,0,제주특별자치도,26,10,3,50130,50130,서귀포시,4,50
2025-08-23 18,"111,562",100,0,0,0,강원특별자치도,33,22,2,51110,51110,춘천시,5,51
2025-08-24 00,"111,562",100,0,0,0,강원특별자치도,24,11,4,51110,51110,춘천시,3,51
2025-08-24 03,"111,562",100,0,0,0,강원특별자치도,19,11,4,51110,51110,춘천시,3,51
2025-08-24 06,"111,562",100,0,0,0,강원특별자치도,19,11,4,51110,51110,춘천시,3,51
2025-08-24 09,"111,562",100,0,0,0,강원특별자치도,28,20,9,51110,51110,춘천시,3,51
2025-08-24 12,"111,562",100,0,0,0,강원특별자치도,33,27,14,51110,51110,춘천시,3,51
2025-08-24 15,"111,562",100,0,0,0,강원특별자치도,33,27,14,51110,51110,춘천시,3,51
2025-08-24 18,"111,562",100,0,0,0,강원특별자치도,33,26,12,51110,51110,춘천시,4,51
2025-08-24 21,"111,562",100,0,0,0,강원특별자치도,28,17,7,51110,51110,춘천시,4,51
2025-08-25 00,"111,562",100,0,0,0,강원특별자치도,24,9,3,51110,51110,춘천시,4,51
2025-08-25 03,"111,562",100,0,0,0,강원특별자치도,19,9,3,51110,51110,춘천시,3,51
2025-08-25 06,"111,562",100,0,0,0,강원특별자치도,19,9,3,51110,51110,춘천시,3,51
2025-08-25 09,"111,562",100,0,0,0,강원특별자치도,28,13,5,51110,51110,춘천시,4,51
2025-08-25 12,"111,562",100,0,0,0,강원특별자치도,33,18,11,51110,51110,춘천시,5,51
2025-08-25 15,"111,562",100,0,0,0,강원특별자치도,33,16,8,51110,51110,춘천시,5,51
2025-08-25 18,"111,562",100,0,0,0,강원특별자치도,28,13,4,51110,51110,춘천시,5,51
2025-08-25 21,"111,562",100,0,0,0,강원특별자치도,26,10,3,51110,51110,춘천시,4,51
2025-08-26 00,"111,562",100,0,0,0,강원특별자치도,19,8,3,51110,51110,춘천시,3,51
2025-08-23 18,"86,707",100,0,0,0,강원특별자치도,33,26,2,51130,51130,원주시,2,51
2025-08-24 00,"86,707",100,0,0,0,강원특별자치도,26,14,7,51130,51130,원주시,3,51
2025-08-24 03,"86,707",100,0,0,0,강원특별자치도,22,12,6,51130,51130,원주시,3,51
2025-08-24 06,"86,707",100,0,0,0,강원특별자치도,19,11,6,51130,51130,원주시,2,51
2025-08-24 09,"86,707",100,0,0,0,강원특별자치도,31,21,14,51130,51130,원주시,3,51
2025-08-24 12,"86,707",100,0,0,0,강원특별자치도,33,27,23,51130,51130,원주시,2,51
2025-08-24 15,"86,707",100,0,0,0,강원특별자치도,33,27,20,51130,51130,원주시,2,51
2025-08-24 18,"86,707",100,0,0,0,강원특별자치도,33,26,18,51130,51130,원주시,3,51
2025-08-24 21,"86,707",100,0,0,0,강원특별자치도,31,17,6,51130,51130,원주시,4,51
2025-08-25 00,"86,707",100,0,0,0,강원특별자치도,24,11,4,51130,51130,원주시,4,51
2025-08-25 03,"86,707",100,0,0,0,강원특별자치도,19,10,4,51130,51130,원주시,3,51
2025-08-25 06,"86,707",100,0,0,0,강원특별자치도,19,10,4,51130,51130,원주시,3,51
2025-08-25 09,"86,707",100,0,0,0,강원특별자치도,31,17,7,51130,51130,원주시,5,51
2025-08-25 12,"86,707",100,0,0,0,강원특별자치도,33,22,11,51130,51130,원주시,6,51
2025-08-25 15,"86,707",100,0,0,0,강원특별자치도,33,20,9,51130,51130,원주시,6,51
2025-08-25 18,"86,707",100,0,0,0,강원특별자치도,31,17,6,51130,51130,원주시,6,51
2025-08-25 21,"86,707",100,0,0,0,강원특별자치도,24,11,4,51130,51130,원주시,4,51
2025-08-26 00,"86,707",100,0,0,0,강원특별자치도,21,10,3,51130,51130,원주시,3,51
2025-08-23 18,"103,944",100,0,0,0,강원특별자치도,33,23,2,51150,51150,강릉시,5,51
2025-08-24 00,"103,944",100,0,0,0,강원특별자치도,31,14,4,51150,51150,강릉시,6,51
2025-08-24 03,"103,944",100,0,0,0,강원특별자치도,30,13,3,51150,51150,강릉시,6,51
2025-08-24 06,"103,944",100,0,0,0,강원특별자치도,31,13,4,51150,51150,강릉시,6,51
2025-08-24 09,"103,944",100,0,0,0,강원특별자치도,33,25,14,51150,51150,강릉시,5,51
2025-08-24 12,"103,944",100,0,0,0,강원특별자치도,33,28,23,51150,51150,강릉시,2,51
2025-08-24 15,"103,944",100,0,0,0,강원특별자치도,33,27,16,51150,51150,강릉시,4,51
2025-08-24 18,"103,944",100,0,0,0,강원특별자치도,33,24,14,51150,51150,강릉시,5,51
2025-08-24 21,"103,944",100,0,0,0,강원특별자치도,33,16,6,51150,51150,강릉시,6,51
2025-08-25 00,"103,944",100,0,0,0,강원특별자치도,33,14,3,51150,51150,강릉시,7,51
2025-08-25 03,"103,944",100,0,0,0,강원특별자치도,33,13,2,51150,51150,강릉시,7,51
2025-08-25 06,"103,944",100,0,0,0,강원특별자치도,31,12,2,51150,51150,강릉시,7,51
2025-08-25 09,"103,944",100,0,0,0,강원특별자치도,33,21,5,51150,51150,강릉시,9,51
2025-08-25 12,"103,944",100,0,0,0,강원특별자치도,33,23,11,51150,51150,강릉시,7,51
2025-08-25 15,"103,944",100,0,0,0,강원특별자치도,33,23,8,51150,51150,강릉시,7,51
2025-08-25 18,"103,944",100,0,0,0,강원특별자치도,33,19,5,51150,51150,강릉시,8,51
2025-08-25 21,"103,944",100,0,0,0,강원특별자치도,33,14,3,51150,51150,강릉시,8,51
2025-08-26 00,"103,944",100,0,0,0,강원특별자치도,33,12,2,51150,51150,강릉시,8,51
2025-08-23 18,"18,081",100,0,0,0,강원특별자치도,33,25,3,51170,51170,동해시,4,51
2025-08-24 00,"18,081",100,0,0,0,강원특별자치도,28,16,7,51170,51170,동해시,6,51
2025-08-24 03,"18,081",100,0,0,0,강원특별자치도,28,15,7,51170,51170,동해시,5,51
2025-08-24 06,"18,081",100,0,0,0,강원특별자치도,28,15,7,51170,51170,동해시,5,51
2025-08-24 09,"18,081",100,0,0,0,강원특별자치도,33,28,23,51170,51170,동해시,2,51
2025-08-24 12,"18,081",100,0,0,0,강원특별자치도,33,28,24,51170,51170,동해시,2,51
2025-08-24 15,"18,081",100,0,0,0,강원특별자치도,33,28,24,51170,51170,동해시,2,51
2025-08-24 18,"18,081",100,0,0,0,강원특별자치도,33,27,18,51170,51170,동해시,3,51
2025-08-24 21,"18,081",100,0,0,0,강원특별자치도,28,20,11,51170,51170,동해시,5,51
2025-08-25 00,"18,081",100,0,0,0,강원특별자치도,28,16,7,51170,51170,동해시,6,51
2025-08-25 03,"18,081",100,0,0,0,강원특별자치도,28,15,7,51170,51170,동해시,5,51
2025-08-25 06,"18,081",100,0,0,0,강원특별자치도,28,14,7,51170,51170,동해시,5,51
2025-08-25 09,"18,081",100,0,0,0,강원특별자치도,33,27,20,51170,51170,동해시,3,51
2025-08-25 12,"18,081",100,0,0,0,강원특별자치도,33,28,24,51170,51170,동해시,2,51
2025-08-25 15,"18,081",100,0,0,0,강원특별자치도,33,28,24,51170,51170,동해시,2,51
2025-08-25 18,"18,081",100,0,0,0,강원특별자치도,33,27,20,51170,51170,동해시,3,51
2025-08-25 21,"18,081",100,0,0,0,강원특별자치도,31,18,7,51170,51170,동해시,6,51
2025-08-26 00,"18,081",100,0,0,0,강원특별자치도,30,14,4,51170,51170,동해시,7,51
2025-08-23 18,"30,357",100,0,0,0,강원특별자치도,31,27,2,51190,51190,태백시,4,51
2025-08-24 00,"30,357",100,0,0,0,강원특별자치도,17,10,4,51190,51190,태백시,3,51
2025-08-24 03,"30,357",100,0,0,0,강원특별자치도,17,10,4,51190,51190,태백시,3,51
2025-08-24 06,"30,357",100,0,0,0,강원특별자치도,19,10,5,51190,51190,태백시,2,51
2025-08-24 09,"30,357",100,0,0,0,강원특별자치도,31,24,12,51190,51190,태백시,3,51
2025-08-24 12,"30,357",100,0,0,0,강원특별자치도,31,27,14,51190,51190,태백시,3,51
2025-08-24 15,"30,357",100,0,0,0,강원특별자치도,31,27,14,51190,51190,태백시,3,51
2025-08-24 18,"30,357",100,0,0,0,강원특별자치도,31,24,12,51190,51190,태백시,4,51
2025-08-24 21,"30,357",100,0,0,0,강원특별자치도,22,14,8,51190,51190,태백시,3,51
2025-08-25 00,"30,357",100,0,0,0,강원특별자치도,17,9,4,51190,51190,태백시,2,51
2025-08-25 03,"30,357",100,0,0,0,강원특별자치도,19,10,4,51190,51190,태백시,2,51
2025-08-25 06,"30,357",100,0,0,0,강원특별자치도,19,8,3,51190,51190,태백시,2,51
2025-08-25 09,"30,357",100,0,0,0,강원특별자치도,31,18,8,51190,51190,태백시,4,51
2025-08-25 12,"30,357",100,0,0,0,강원특별자치도,31,24,13,51190,51190,태백시,6,51
2025-08-25 15,"30,357",100,0,0,0,강원특별자치도,31,24,12,51190,51190,태백시,6,51
2025-08-25 18,"30,357",100,0,0,0,강원특별자치도,31,16,8,51190,51190,태백시,4,51
2025-08-25 21,"30,357",100,0,0,0,강원특별자치도,21,11,5,51190,51190,태백시,2,51
2025-08-26 00,"30,357",100,0,0,0,강원특별자치도,13,7,3,51190,51190,태백시,2,51
2025-08-23 18,"10,561",100,0,0,0,강원특별자치도,28,11,2,51210,51210,속초시,6,51
2025-08-24 00,"10,561",100,0,0,0,강원특별자치도,24,10,7,51210,51210,속초시,4,51
2025-08-24 03,"10,561",100,0,0,0,강원특별자치도,24,11,7,51210,51210,속초시,4,51
2025-08-24 06,"10,561",100,0,0,0,강원특별자치도,24,10,4,51210,51210,속초시,4,51
2025-08-24 09,"10,561",100,0,0,0,강원특별자치도,33,22,11,51210,51210,속초시,6,51
2025-08-24 12,"10,561",100,0,0,0,강원특별자치도,33,26,18,51210,51210,속초시,4,51
2025-08-24 15,"10,561",100,0,0,0,강원특별자치도,33,25,18,51210,51210,속초시,4,51
2025-08-24 18,"10,561",100,0,0,0,강원특별자치도,33,22,14,51210,51210,속초시,5,51
2025-08-24 21,"10,561",100,0,0,0,강원특별자치도,28,14,7,51210,51210,속초시,4,51
2025-08-25 00,"10,561",100,0,0,0,강원특별자치도,26,11,4,51210,51210,속초시,6,51
2025-08-25 03,"10,561",100,0,0,0,강원특별자치도,24,8,3,51210,51210,속초시,4,51
2025-08-25 06,"10,561",100,0,0,0,강원특별자치도,24,8,4,51210,51210,속초시,4,51
2025-08-25 09,"10,561",100,0,0,0,강원특별자치도,33,16,7,51210,51210,속초시,8,51
2025-08-25 12,"10,561",100,0,0,0,강원특별자치도,33,18,8,51210,51210,속초시,8,51
2025-08-25 15,"10,561",100,0,0,0,강원특별자치도,33,17,8,51210,51210,속초시,8,51
2025-08-25 18,"10,561",100,0,0,0,강원특별자치도,28,13,4,51210,51210,속초시,7,51
2025-08-25 21,"10,561",100,0,0,0,강원특별자치도,26,9,3,51210,51210,속초시,5,51
2025-08-26 00,"10,561",100,0,0,0,강원특별자치도,24,8,3,51210,51210,속초시,4,51
2025-08-23 18,"118,675",100,0,0,0,강원특별자치도,33,26,2,51230,51230,삼척시,5,51
2025-08-24 00,"118,675",100,0,0,0,강원특별자치도,28,14,4,51230,51230,삼척시,5,51
2025-08-24 03,"118,675",100,0,0,0,강원특별자치도,28,14,3,51230,51230,삼척시,5,51
2025-08-24 06,"118,675",100,0,0,0,강원특별자치도,31,15,4,51230,51230,삼척시,5,51
2025-08-24 09,"118,675",100,0,0,0,강원특별자치도,33,26,12,51230,51230,삼척시,4,51
2025-08-24 12,"118,675",100,0,0,0,강원특별자치도,33,27,14,51230,51230,삼척시,4,51
2025-08-24 15,"118,675",100,0,0,0,강원특별자치도,33,27,14,51230,51230,삼척시,4,51
2025-08-24 18,"118,675",100,0,0,0,강원특별자치도,33,26,14,51230,51230,삼척시,4,51
2025-08-24 21,"118,675",100,0,0,0,강원특별자치도,31,17,8,51230,51230,삼척시,5,51
2025-08-25 00,"118,675",100,0,0,0,강원특별자치도,31,15,3,51230,51230,삼척시,6,51
2025-08-25 03,"118,675",100,0,0,0,강원특별자치도,31,14,3,51230,51230,삼척시,6,51
2025-08-25 06,"118,675",100,0,0,0,강원특별자치도,28,14,3,51230,51230,삼척시,6,51
2025-08-25 09,"118,675",100,0,0,0,강원특별자치도,33,24,8,51230,51230,삼척시,6,51
2025-08-25 12,"118,675",100,0,0,0,강원특별자치도,33,26,13,51230,51230,삼척시,5,51
2025-08-25 15,"118,675",100,0,0,0,강원특별자치도,33,26,13,51230,51230,삼척시,5,51
2025-08-25 18,"118,675",100,0,0,0,강원특별자치도,33,25,9,51230,51230,삼척시,6,51
2025-08-25 21,"118,675",100,0,0,0,강원특별자치도,33,19,6,51230,51230,삼척시,7,51
2025-08-26 00,"118,675",100,0,0,0,강원특별자치도,31,15,3,51230,51230,삼척시,7,51
2025-08-23 18,"181,790",100,0,0,0,강원특별자치도,33,23,2,51720,51720,홍천군,5,51
2025-08-24 00,"181,790",100,0,0,0,강원특별자치도,19,11,4,51720,51720,홍천군,3,51
2025-08-24 03,"181,790",100,0,0,0,강원특별자치도,17,11,4,51720,51720,홍천군,3,51
2025-08-24 06,"181,790",100,0,0,0,강원특별자치도,19,11,4,51720,51720,홍천군,3,51
2025-08-24 09,"181,790",100,0,0,0,강원특별자치도,31,19,8,51720,51720,홍천군,4,51
2025-08-24 12,"181,790",100,0,0,0,강원특별자치도,33,27,14,51720,51720,홍천군,3,51
2025-08-24 15,"181,790",100,0,0,0,강원특별자치도,33,27,14,51720,51720,홍천군,4,51
2025-08-24 18,"181,790",100,0,0,0,강원특별자치도,33,25,11,51720,51720,홍천군,4,51
2025-08-24 21,"181,790",100,0,0,0,강원특별자치도,28,15,7,51720,51720,홍천군,4,51
2025-08-25 00,"181,790",100,0,0,0,강원특별자치도,17,9,3,51720,51720,홍천군,2,51
2025-08-25 03,"181,790",100,0,0,0,강원특별자치도,17,8,3,51720,51720,홍천군,2,51
2025-08-25 06,"181,790",100,0,0,0,강원특별자치도,17,8,3,51720,51720,홍천군,2,51
2025-08-25 09,"181,790",100,0,0,0,강원특별자치도,24,13,7,51720,51720,홍천군,3,51
2025-08-25 12,"181,790",100,0,0,0,강원특별자치도,31,18,12,51720,51720,홍천군,4,51
2025-08-25 15,"181,790",100,0,0,0,강원특별자치도,31,16,8,51720,51720,홍천군,4,51
2025-08-25 18,"181,790",100,0,0,0,강원특별자치도,26,12,4,51720,51720,홍천군,3,51
2025-08-25 21,"181,790",100,0,0,0,강원특별자치도,19,8,2,51720,51720,홍천군,2,51
2025-08-26 00,"181,790",100,0,0,0,강원특별자치도,17,7,2,51720,51720,홍천군,2,51
2025-08-23 18,"99,713",100,0,0,0,강원특별자치도,33,25,2,51730,51730,횡성군,3,51
2025-08-24 00,"99,713",100,0,0,0,강원특별자치도,24,13,7,51730,51730,횡성군,3,51
2025-08-24 03,"99,713",100,0,0,0,강원특별자치도,22,11,6,51730,51730,횡성군,3,51
2025-08-24 06,"99,713",100,0,0,0,강원특별자치도,19,10,6,51730,51730,횡성군,2,51
2025-08-24 09,"99,713",100,0,0,0,강원특별자치도,31,21,15,51730,51730,횡성군,3,51
2025-08-24 12,"99,713",100,0,0,0,강원특별자치도,33,28,20,51730,51730,횡성군,2,51
2025-08-24 15,"99,713",100,0,0,0,강원특별자치도,33,27,20,51730,51730,횡성군,2,51
2025-08-24 18,"99,713",100,0,0,0,강원특별자치도,33,26,14,51730,51730,횡성군,3,51
2025-08-24 21,"99,713",100,0,0,0,강원특별자치도,29,15,8,51730,51730,횡성군,3,51
2025-08-25 00,"99,713",100,0,0,0,강원특별자치도,21,9,4,51730,51730,횡성군,2,51
2025-08-25 03,"99,713",100,0,0,0,강원특별자치도,17,8,4,51730,51730,횡성군,2,51
2025-08-25 06,"99,713",100,0,0,0,강원특별자치도,17,8,4,51730,51730,횡성군,2,51
2025-08-25 09,"99,713",100,0,0,0,강원특별자치도,28,13,7,51730,51730,횡성군,3,51
2025-08-25 12,"99,713",100,0,0,0,강원특별자치도,33,16,12,51730,51730,횡성군,3,51
2025-08-25 15,"99,713",100,0,0,0,강원특별자치도,31,15,9,51730,51730,횡성군,3,51
2025-08-25 18,"99,713",100,0,0,0,강원특별자치도,26,12,7,51730,51730,횡성군,3,51
2025-08-25 21,"99,713",100,0,0,0,강원특별자치도,19,8,4,51730,51730,횡성군,2,51
2025-08-26 00,"99,713",100,0,0,0,강원특별자치도,19,8,3,51730,51730,횡성군,2,51
2025-08-23 18,"112,809",100,0,0,0,강원특별자치도,31,27,2,51750,51750,영월군,3,51
2025-08-24 00,"112,809",100,0,0,0,강원특별자치도,21,11,3,51750,51750,영월군,3,51
2025-08-24 03,"112,809",100,0,0,0,강원특별자치도,17,10,4,51750,51750,영월군,2,51
2025-08-24 06,"112,809",100,0,0,0,강원특별자치도,17,10,4,51750,51750,영월군,2,51
2025-08-24 09,"112,809",100,0,0,0,강원특별자치도,26,21,10,51750,51750,영월군,2,51
2025-08-24 12,"112,809",100,0,0,0,강원특별자치도,31,27,14,51750,51750,영월군,2,51
2025-08-24 15,"112,809",100,0,0,0,강원특별자치도,31,27,14,51750,51750,영월군,3,51
2025-08-24 18,"112,809",100,0,0,0,강원특별자치도,31,25,12,51750,51750,영월군,3,51
2025-08-24 21,"112,809",100,0,0,0,강원특별자치도,24,14,5,51750,51750,영월군,3,51
2025-08-25 00,"112,809",100,0,0,0,강원특별자치도,17,9,3,51750,51750,영월군,3,51
2025-08-25 03,"112,809",100,0,0,0,강원특별자치도,15,8,3,51750,51750,영월군,3,51
2025-08-25 06,"112,809",100,0,0,0,강원특별자치도,15,8,3,51750,51750,영월군,2,51
2025-08-25 09,"112,809",100,0,0,0,강원특별자치도,24,14,6,51750,51750,영월군,4,51
2025-08-25 12,"112,809",100,0,0,0,강원특별자치도,31,21,11,51750,51750,영월군,6,51
2025-08-25 15,"112,809",100,0,0,0,강원특별자치도,31,20,9,51750,51750,영월군,7,51
2025-08-25 18,"112,809",100,0,0,0,강원특별자치도,29,17,6,51750,51750,영월군,6,51
2025-08-25 21,"112,809",100,0,0,0,강원특별자치도,19,11,3,51750,51750,영월군,4,51
2025-08-26 00,"112,809",100,0,0,0,강원특별자치도,17,9,3,51750,51750,영월군,3,51
2025-08-23 18,"146,429",100,0,0,0,강원특별자치도,31,23,2,51760,51760,평창군,4,51
2025-08-24 00,"146,429",100,0,0,0,강원특별자치도,17,10,4,51760,51760,평창군,2,51
2025-08-24 03,"146,429",100,0,0,0,강원특별자치도,17,9,3,51760,51760,평창군,2,51
2025-08-24 06,"146,429",100,0,0,0,강원특별자치도,17,9,4,51760,51760,평창군,2,51
2025-08-24 09,"146,429",100,0,0,0,강원특별자치도,27,19,13,51760,51760,평창군,3,51
2025-08-24 12,"146,429",100,0,0,0,강원특별자치도,31,27,22,51760,51760,평창군,2,51
2025-08-24 15,"146,429",100,0,0,0,강원특별자치도,31,25,16,51760,51760,평창군,3,51
2025-08-24 18,"146,429",100,0,0,0,강원특별자치도,29,22,14,51760,51760,평창군,3,51
2025-08-24 21,"146,429",100,0,0,0,강원특별자치도,19,12,6,51760,51760,평창군,3,51
2025-08-25 00,"146,429",100,0,0,0,강원특별자치도,15,8,3,51760,51760,평창군,2,51
2025-08-25 03,"146,429",100,0,0,0,강원특별자치도,15,7,3,51760,51760,평창군,2,51
2025-08-25 06,"146,429",100,0,0,0,강원특별자치도,15,7,3,51760,51760,평창군,2,51
2025-08-25 09,"146,429",100,0,0,0,강원특별자치도,24,11,5,51760,51760,평창군,3,51
2025-08-25 12,"146,429",100,0,0,0,강원특별자치도,31,18,11,51760,51760,평창군,5,51
2025-08-25 15,"146,429",100,0,0,0,강원특별자치도,31,16,8,51760,51760,평창군,4,51
2025-08-25 18,"146,429",100,0,0,0,강원특별자치도,26,11,5,51760,51760,평창군,3,51
2025-08-25 21,"146,429",100,0,0,0,강원특별자치도,17,8,2,51760,51760,평창군,3,51
2025-08-26 00,"146,429",100,0,0,0,강원특별자치도,17,7,2,51760,51760,평창군,2,51
2025-08-23 18,"121,990",100,0,0,0,강원특별자치도,31,26,2,51770,51770,정선군,3,51
2025-08-24 00,"121,990",100,0,0,0,강원특별자치도,17,11,3,51770,51770,정선군,2,51
2025-08-24 03,"121,990",100,0,0,0,강원특별자치도,17,10,3,51770,51770,정선군,3,51
2025-08-24 06,"121,990",100,0,0,0,강원특별자치도,17,11,3,51770,51770,정선군,3,51
2025-08-24 09,"121,990",100,0,0,0,강원특별자치도,31,22,15,51770,51770,정선군,3,51
2025-08-24 12,"121,990",100,0,0,0,강원특별자치도,31,28,24,51770,51770,정선군,2,51
2025-08-24 15,"121,990",100,0,0,0,강원특별자치도,31,27,22,51770,51770,정선군,2,51
2025-08-24 18,"121,990",100,0,0,0,강원특별자치도,31,25,15,51770,51770,정선군,3,51
2025-08-24 21,"121,990",100,0,0,0,강원특별자치도,22,14,6,51770,51770,정선군,3,51
2025-08-25 00,"121,990",100,0,0,0,강원특별자치도,17,9,3,51770,51770,정선군,3,51
2025-08-25 03,"121,990",100,0,0,0,강원특별자치도,17,9,2,51770,51770,정선군,3,51
2025-08-25 06,"121,990",100,0,0,0,강원특별자치도,15,9,2,51770,51770,정선군,3,51
2025-08-25 09,"121,990",100,0,0,0,강원특별자치도,28,14,6,51770,51770,정선군,5,51
2025-08-25 12,"121,990",100,0,0,0,강원특별자치도,31,21,12,51770,51770,정선군,6,51
2025-08-25 15,"121,990",100,0,0,0,강원특별자치도,31,21,12,51770,51770,정선군,6,51
2025-08-25 18,"121,990",100,0,0,0,강원특별자치도,28,16,7,51770,51770,정선군,5,51
2025-08-25 21,"121,990",100,0,0,0,강원특별자치도,19,10,3,51770,51770,정선군,3,51
2025-08-26 00,"121,990",100,0,0,0,강원특별자치도,17,8,2,51770,51770,정선군,3,51
2025-08-23 18,"83,095",100,0,0,0,강원특별자치도,29,20,2,51780,51780,철원군,3,51
2025-08-24 00,"83,095",100,0,0,0,강원특별자치도,17,11,6,51780,51780,철원군,2,51
2025-08-24 03,"83,095",100,0,0,0,강원특별자치도,17,10,6,51780,51780,철원군,2,51
2025-08-24 06,"83,095",100,0,0,0,강원특별자치도,17,10,6,51780,51780,철원군,2,51
2025-08-24 09,"83,095",100,0,0,0,강원특별자치도,24,18,13,51780,51780,철원군,3,51
2025-08-24 12,"83,095",100,0,0,0,강원특별자치도,33,27,18,51780,51780,철원군,2,51
2025-08-24 15,"83,095",100,0,0,0,강원특별자치도,33,27,18,51780,51780,철원군,2,51
2025-08-24 18,"83,095",100,0,0,0,강원특별자치도,33,25,14,51780,51780,철원군,3,51
2025-08-24 21,"83,095",100,0,0,0,강원특별자치도,22,15,8,51780,51780,철원군,3,51
2025-08-25 00,"83,095",100,0,0,0,강원특별자치도,13,8,4,51780,51780,철원군,2,51
2025-08-25 03,"83,095",100,0,0,0,강원특별자치도,13,7,3,51780,51780,철원군,2,51
2025-08-25 06,"83,095",100,0,0,0,강원특별자치도,13,7,3,51780,51780,철원군,2,51
2025-08-25 09,"83,095",100,0,0,0,강원특별자치도,17,10,6,51780,51780,철원군,2,51
2025-08-25 12,"83,095",100,0,0,0,강원특별자치도,20,15,8,51780,51780,철원군,2,51
2025-08-25 15,"83,095",100,0,0,0,강원특별자치도,17,11,4,51780,51780,철원군,2,51
2025-08-25 18,"83,095",100,0,0,0,강원특별자치도,17,11,4,51780,51780,철원군,2,51
2025-08-25 21,"83,095",100,0,0,0,강원특별자치도,14,7,4,51780,51780,철원군,2,51
2025-08-26 00,"83,095",100,0,0,0,강원특별자치도,13,7,3,51780,51780,철원군,2,51
2025-08-23 18,"90,765",100,0,0,0,강원특별자치도,26,17,2,51790,51790,화천군,3,51
2025-08-24 00,"90,765",100,0,0,0,강원특별자치도,17,10,6,51790,51790,화천군,2,51
2025-08-24 03,"90,765",100,0,0,0,강원특별자치도,17,10,6,51790,51790,화천군,2,51
2025-08-24 06,"90,765",100,0,0,0,강원특별자치도,17,10,6,51790,51790,화천군,2,51
2025-08-24 09,"90,765",100,0,0,0,강원특별자치도,29,19,14,51790,51790,화천군,2,51
2025-08-24 12,"90,765",100,0,0,0,강원특별자치도,33,26,18,51790,51790,화천군,2,51
2025-08-24 15,"90,765",100,0,0,0,강원특별자치도,33,26,18,51790,51790,화천군,2,51
2025-08-24 18,"90,765",100,0,0,0,강원특별자치도,33,22,14,51790,51790,화천군,4,51
2025-08-24 21,"90,765",100,0,0,0,강원특별자치도,24,14,6,51790,51790,화천군,3,51
2025-08-25 00,"90,765",100,0,0,0,강원특별자치도,17,7,3,51790,51790,화천군,2,51
2025-08-25 03,"90,765",100,0,0,0,강원특별자치도,15,7,3,51790,51790,화천군,2,51
2025-08-25 06,"90,765",100,0,0,0,강원특별자치도,15,7,3,51790,51790,화천군,2,51
2025-08-25 09,"90,765",100,0,0,0,강원특별자치도,22,9,4,51790,51790,화천군,2,51
2025-08-25 12,"90,765",100,0,0,0,강원특별자치도,31,14,8,51790,51790,화천군,3,51
2025-08-25 15,"90,765",100,0,0,0,강원특별자치도,29,12,4,51790,51790,화천군,3,51
2025-08-25 18,"90,765",100,0,0,0,강원특별자치도,24,9,4,51790,51790,화천군,3,51
2025-08-25 21,"90,765",100,0,0,0,강원특별자치도,19,7,3,51790,51790,화천군,2,51
2025-08-26 00,"90,765",100,0,0,0,강원특별자치도,15,6,3,51790,51790,화천군,2,51
2025-08-23 18,"64,830",100,0,0,0,강원특별자치도,28,17,2,51800,51800,양구군,4,51
2025-08-24 00,"64,830",100,0,0,0,강원특별자치도,17,11,4,51800,51800,양구군,3,51
2025-08-24 03,"64,830",100,0,0,0,강원특별자치도,17,11,5,51800,51800,양구군,3,51
2025-08-24 06,"64,830",100,0,0,0,강원특별자치도,17,11,5,51800,51800,양구군,3,51
2025-08-24 09,"64,830",100,0,0,0,강원특별자치도,24,17,8,51800,51800,양구군,3,51
2025-08-24 12,"64,830",100,0,0,0,강원특별자치도,31,27,14,51800,51800,양구군,2,51
2025-08-24 15,"64,830",100,0,0,0,강원특별자치도,31,27,14,51800,51800,양구군,2,51
2025-08-24 18,"64,830",100,0,0,0,강원특별자치도,31,25,13,51800,51800,양구군,4,51
2025-08-24 21,"64,830",100,0,0,0,강원특별자치도,22,15,7,51800,51800,양구군,4,51
2025-08-25 00,"64,830",100,0,0,0,강원특별자치도,17,8,4,51800,51800,양구군,2,51
2025-08-25 03,"64,830",100,0,0,0,강원특별자치도,17,8,3,51800,51800,양구군,2,51
2025-08-25 06,"64,830",100,0,0,0,강원특별자치도,15,8,3,51800,51800,양구군,2,51
2025-08-25 09,"64,830",100,0,0,0,강원특별자치도,24,11,5,51800,51800,양구군,3,51
2025-08-25 12,"64,830",100,0,0,0,강원특별자치도,31,15,8,51800,51800,양구군,3,51
2025-08-25 15,"64,830",100,0,0,0,강원특별자치도,29,14,6,51800,51800,양구군,3,51
